// output from Obj2DatTex.py Wavefront text file conversion script
// (c) 2005 By Giles Williams
// 
// original file: "himsn_kiotaDisc.obj"
// 
// model size: 2500.000 x 3100.000 x 500.000
// 
// textures used: ['himsn_kiotaDisc.png']
// 
NVERTS 141
NFACES 278

VERTEX
-478.35429, 1850.00000, 230.96988
-441.94174, 1666.94174, 230.96988
-338.24756, 1511.75244, 230.96988
-183.05826, 1408.05826, 230.96988
-0.00000, 1371.64571, 230.96988
183.05826, 1408.05826, 230.96988
338.24756, 1511.75244, 230.96988
441.94174, 1666.94174, 230.96988
478.35429, 1850.00000, 230.96988
441.94174, 2033.05826, 230.96988
338.24756, 2188.24756, 230.96988
183.05826, 2291.94174, 230.96988
0.00000, 2328.35429, 230.96988
-183.05826, 2291.94174, 230.96988
-338.24756, 2188.24756, 230.96988
-441.94174, 2033.05826, 230.96988
-883.88348, 1850.00000, 176.77670
-816.60185, 1511.75244, 176.77670
-625.00000, 1225.00000, 176.77670
-338.24756, 1033.39815, 176.77670
-0.00000, 966.11652, 176.77670
338.24756, 1033.39815, 176.77670
625.00000, 1225.00000, 176.77670
816.60185, 1511.75244, 176.77670
883.88348, 1850.00000, 176.77670
816.60185, 2188.24756, 176.77670
625.00000, 2475.00000, 176.77670
338.24756, 2666.60185, 176.77670
0.00000, 2733.88348, 176.77670
-338.24756, 2666.60185, 176.77670
-625.00000, 2475.00000, 176.77670
-816.60185, 2188.24756, 176.77670
-1154.84942, 1850.00000, 95.67086
-1066.94174, 1408.05826, 95.67086
-816.60185, 1033.39815, 95.67086
-441.94174, 723.64838, 95.67086
-0.00000, 723.64838, 95.67086
441.94174, 723.64838, 95.67086
816.60185, 1033.39815, 95.67086
1066.94174, 1408.05826, 95.67086
1154.84942, 1850.00000, 95.67086
1066.94174, 2291.94174, 95.67086
816.60185, 2666.60185, 95.67086
441.94174, 2916.94174, 95.67086
0.00000, 3004.84941, 95.67086
-441.94174, 2916.94174, 95.67086
-816.60185, 2666.60185, 95.67086
-1066.94174, 2291.94174, 95.67086
-1250.00000, 1850.00000, -0.00000
-1154.84942, 1371.64571, -0.00000
-883.88348, 966.11652, -0.00000
-478.35429, 723.64838, -0.00000
478.35429, 723.64838, -0.00000
883.88348, 966.11652, -0.00000
1154.84942, 1371.64571, -0.00000
1250.00000, 1850.00000, -0.00000
1154.84942, 2328.35429, -0.00000
883.88348, 2733.88348, -0.00000
478.35429, 3004.84941, -0.00000
0.00000, 3100.00000, -0.00000
-478.35429, 3004.84941, -0.00000
-883.88348, 2733.88348, -0.00000
-1154.84942, 2328.35429, -0.00000
-1154.84942, 1850.00000, -95.67086
-1066.94174, 1408.05826, -95.67086
-816.60185, 1033.39815, -95.67086
-441.94174, 723.64838, -95.67086
-0.00000, 723.64838, -95.67086
441.94174, 723.64838, -95.67086
816.60185, 1033.39815, -95.67086
1066.94174, 1408.05826, -95.67086
1154.84942, 1850.00000, -95.67086
1066.94174, 2291.94174, -95.67086
816.60185, 2666.60185, -95.67086
441.94174, 2916.94174, -95.67086
0.00000, 3004.84941, -95.67086
-441.94174, 2916.94174, -95.67086
-816.60185, 2666.60185, -95.67086
-1066.94174, 2291.94174, -95.67086
-883.88348, 1850.00000, -176.77670
-816.60185, 1511.75244, -176.77670
-625.00000, 1225.00000, -176.77670
-338.24756, 1033.39815, -176.77670
-0.00000, 966.11652, -176.77670
338.24756, 1033.39815, -176.77670
625.00000, 1225.00000, -176.77670
816.60185, 1511.75244, -176.77670
883.88348, 1850.00000, -176.77670
816.60185, 2188.24756, -176.77670
625.00000, 2475.00000, -176.77670
338.24756, 2666.60185, -176.77670
0.00000, 2733.88348, -176.77670
-338.24756, 2666.60185, -176.77670
-625.00000, 2475.00000, -176.77670
-816.60185, 2188.24756, -176.77670
-478.35429, 1850.00000, -230.96988
-441.94174, 1666.94174, -230.96988
-338.24756, 1511.75244, -230.96988
-183.05826, 1408.05826, -230.96988
-0.00000, 1371.64571, -230.96988
183.05826, 1408.05826, -230.96988
338.24756, 1511.75244, -230.96988
441.94174, 1666.94174, -230.96988
478.35429, 1850.00000, -230.96988
441.94174, 2033.05826, -230.96988
338.24756, 2188.24756, -230.96988
183.05826, 2291.94174, -230.96988
0.00000, 2328.35429, -230.96988
-183.05826, 2291.94174, -230.96988
-338.24756, 2188.24756, -230.96988
-441.94174, 2033.05826, -230.96988
-0.00000, 1850.00000, 250.00000
-0.00000, 1850.00000, -250.00000
0.00000, 100.00000, 150.00000
0.00000, 100.00000, -150.00000
0.00000, -0.00000, 150.00000
0.00000, -0.00000, -150.00000
150.00000, 100.00000, 90.00000
177.34035, 151.92795, 137.51028
175.35912, 154.17235, 145.28077
90.00000, 100.00000, 150.00000
90.00000, 100.00000, -150.00000
175.35912, 154.17235, -145.28077
177.34035, 151.92795, -137.51028
150.00000, 100.00000, -90.00000
-90.00000, 100.00000, 150.00000
-175.35912, 154.17235, 145.28077
-177.34035, 151.92795, 137.51028
-150.00000, 100.00000, 90.00000
-150.00000, 100.00000, -90.00000
-90.00000, 100.00000, -150.00000
-175.35912, 154.17235, -145.28077
-177.34035, 151.92795, -137.51028
150.00000, -0.00000, 90.00000
90.00000, -0.00000, 150.00000
90.00000, -0.00000, -150.00000
150.00000, -0.00000, -90.00000
-150.00000, -0.00000, -90.00000
-90.00000, -0.00000, -150.00000
-90.00000, -0.00000, 150.00000
-150.00000, -0.00000, 90.00000

FACES
128,127,127,	-0.13241,0.02634,0.99084,	3,	0,16,31
128,127,127,	-0.13241,0.02634,0.99084,	3,	0,31,15
128,127,127,	-0.03975,-0.00791,0.99918,	3,	0,111,1
128,127,127,	-0.13241,-0.02634,0.99084,	3,	1,17,16
128,127,127,	-0.13241,-0.02634,0.99084,	3,	1,16,0
128,127,127,	-0.03370,-0.02252,0.99918,	3,	1,111,2
128,127,127,	-0.11225,-0.07501,0.99084,	3,	2,18,17
128,127,127,	-0.11225,-0.07501,0.99084,	3,	2,17,1
128,127,127,	-0.02252,-0.03370,0.99918,	3,	2,111,3
128,127,127,	-0.07501,-0.11225,0.99084,	3,	3,19,18
128,127,127,	-0.07501,-0.11225,0.99084,	3,	3,18,2
128,127,127,	-0.00791,-0.03975,0.99918,	3,	3,111,4
128,127,127,	-0.02634,-0.13241,0.99084,	3,	4,20,19
128,127,127,	-0.02634,-0.13241,0.99084,	3,	4,19,3
128,127,127,	0.00791,-0.03975,0.99918,	3,	4,111,5
128,127,127,	0.02634,-0.13241,0.99084,	3,	5,21,20
128,127,127,	0.02634,-0.13241,0.99084,	3,	5,20,4
128,127,127,	0.02252,-0.03370,0.99918,	3,	5,111,6
128,127,127,	0.07501,-0.11225,0.99084,	3,	6,22,21
128,127,127,	0.07501,-0.11225,0.99084,	3,	6,21,5
128,127,127,	0.03370,-0.02252,0.99918,	3,	6,111,7
128,127,127,	0.11225,-0.07501,0.99084,	3,	7,23,22
128,127,127,	0.11225,-0.07501,0.99084,	3,	7,22,6
128,127,127,	0.03975,-0.00791,0.99918,	3,	7,111,8
128,127,127,	0.13241,-0.02634,0.99084,	3,	8,24,23
128,127,127,	0.13241,-0.02634,0.99084,	3,	8,23,7
128,127,127,	0.03975,0.00791,0.99918,	3,	8,111,9
128,127,127,	0.13241,0.02634,0.99084,	3,	9,25,24
128,127,127,	0.13241,0.02634,0.99084,	3,	9,24,8
