// output from Obj2DatTex.py Wavefront text file conversion script
// (c) 2005 By Giles Williams
// 
// original file: "himsn_kiotaComms.obj"
// 
// model size: 2417.022 x 1725.000 x 350.000
// 
// textures used: ['himsn_kiotaComms.png']
// 
NVERTS 2020
NFACES 4012

VERTEX
90.00000, 0.00000, 150.00000
150.00000, 0.00000, 90.00000
90.00000, 1500.00000, 150.00000
150.00000, 1500.00000, 90.00000
-90.00000, 1500.00000, 150.00000
-150.00000, 1500.00000, 90.00000
-90.00000, 0.00000, 150.00000
-150.00000, 0.00000, 90.00000
150.00000, 0.00000, -90.00000
90.00000, 0.00000, -150.00000
150.00000, 1500.00000, -90.00000
90.00000, 1500.00000, -150.00000
-90.00000, 1500.00000, -150.00000
-150.00000, 1500.00000, -90.00000
-90.00000, 0.00000, -150.00000
-150.00000, 0.00000, -90.00000
150.00000, 1400.00000, 90.00000
150.00000, 1300.00000, 90.00000
150.00000, 600.00000, 90.00000
150.00000, 500.00000, 90.00000
-150.00000, 1400.00000, -90.00000
-150.00000, 1300.00000, -90.00000
-150.00000, 600.00000, -90.00000
-150.00000, 500.00000, -90.00000
-150.00000, 500.00000, 90.00000
-150.00000, 600.00000, 90.00000
-150.00000, 1300.00000, 90.00000
-150.00000, 1400.00000, 90.00000
150.00000, 500.00000, -90.00000
150.00000, 600.00000, -90.00000
150.00000, 1300.00000, -90.00000
150.00000, 1400.00000, -90.00000
250.00000, 500.00000, -90.00000
250.00000, 500.00000, 90.00000
250.00000, 600.00000, 90.00000
250.00000, 600.00000, -90.00000
-250.00000, 500.00000, 90.00000
-250.00000, 500.00000, -90.00000
-250.00000, 600.00000, -90.00000
-250.00000, 600.00000, 90.00000
-250.00000, 1300.00000, 90.00000
-250.00000, 1300.00000, -90.00000
-250.00000, 1400.00000, -90.00000
-250.00000, 1400.00000, 90.00000
250.00000, 1300.00000, -90.00000
250.00000, 1300.00000, 90.00000
250.00000, 1400.00000, 90.00000
250.00000, 1400.00000, -90.00000
45.00000, 1600.00000, 75.00000
-45.00000, 1600.00000, 75.00000
-75.00000, 1600.00000, 45.00000
-75.00000, 1600.00000, -45.00000
-45.00000, 1600.00000, -75.00000
45.00000, 1600.00000, -75.00000
75.00000, 1600.00000, -45.00000
75.00000, 1600.00000, 45.00000
883.34451, 1350.00000, -74.70481
882.40736, 1340.48494, -74.70481
879.63192, 1331.33554, -74.70481
875.12485, 1322.90341, -74.70481
869.05935, 1315.51258, -74.70481
861.66853, 1309.44708, -74.70481
853.23639, 1304.94001, -74.70481
844.08699, 1302.16457, -74.70481
834.57193, 1301.22742, -74.70481
825.05687, 1302.16457, -74.70481
815.90747, 1304.94001, -74.70481
807.47534, 1309.44708, -74.70481
800.08451, 1315.51258, -74.70481
794.01901, 1322.90341, -74.70481
789.51194, 1331.33554, -74.70481
786.73650, 1340.48494, -74.70481
785.79935, 1350.00000, -74.70481
786.73650, 1359.51506, -74.70481
789.51194, 1368.66446, -74.70481
794.01901, 1377.09659, -74.70481
800.08451, 1384.48742, -74.70481
807.47534, 1390.55292, -74.70481
815.90747, 1395.05999, -74.70481
825.05687, 1397.83543, -74.70481
834.57193, 1398.77258, -74.70481
844.08699, 1397.83543, -74.70481
853.23639, 1395.05999, -74.70481
861.66853, 1390.55292, -74.70481
869.05935, 1384.48742, -74.70481
875.12485, 1377.09659, -74.70481
879.63192, 1368.66446, -74.70481
882.40736, 1359.51506, -74.70481
930.24279, 1350.00000, -81.96892
928.40450, 1331.33554, -81.96892
922.96028, 1313.38835, -81.96892
914.11934, 1296.84812, -81.96892
902.22144, 1282.35049, -81.96892
887.72381, 1270.45259, -81.96892
871.18358, 1261.61165, -81.96892
853.23639, 1256.16743, -81.96892
834.57193, 1254.32914, -81.96892
815.90747, 1256.16743, -81.96892
797.96028, 1261.61165, -81.96892
781.42005, 1270.45259, -81.96892
766.92242, 1282.35049, -81.96892
755.02452, 1296.84812, -81.96892
746.18358, 1313.38835, -81.96892
740.73936, 1331.33554, -81.96892
738.90107, 1350.00000, -81.96892
740.73936, 1368.66446, -81.96892
746.18358, 1386.61165, -81.96892
755.02452, 1403.15188, -81.96892
766.92242, 1417.64951, -81.96892
781.42005, 1429.54741, -81.96892
797.96028, 1438.38835, -81.96892
815.90747, 1443.83257, -81.96892
834.57193, 1445.67086, -81.96892
853.23639, 1443.83257, -81.96892
871.18358, 1438.38835, -81.96892
887.72381, 1429.54741, -81.96892
902.22144, 1417.64951, -81.96892
914.11934, 1403.15188, -81.96892
922.96028, 1386.61165, -81.96892
928.40450, 1368.66446, -81.96892
973.46449, 1350.00000, -93.76519
970.79571, 1322.90341, -93.76519
962.89192, 1296.84812, -93.76519
950.05687, 1272.83543, -93.76519
932.78380, 1251.78813, -93.76519
911.73650, 1234.51506, -93.76519
887.72381, 1221.68001, -93.76519
861.66853, 1213.77622, -93.76519
834.57193, 1211.10744, -93.76519
807.47534, 1213.77622, -93.76519
781.42005, 1221.68001, -93.76519
757.40736, 1234.51506, -93.76519
736.36006, 1251.78813, -93.76519
719.08699, 1272.83543, -93.76519
706.25194, 1296.84812, -93.76519
698.34816, 1322.90341, -93.76519
695.67937, 1350.00000, -93.76519
698.34816, 1377.09659, -93.76519
706.25194, 1403.15188, -93.76519
719.08699, 1427.16457, -93.76519
736.36006, 1448.21187, -93.76519
757.40736, 1465.48494, -93.76519
781.42005, 1478.31999, -93.76519
807.47534, 1486.22378, -93.76519
834.57193, 1488.89256, -93.76519
861.66853, 1486.22378, -93.76519
887.72381, 1478.31999, -93.76519
911.73650, 1465.48494, -93.76519
932.78380, 1448.21187, -93.76519
950.05687, 1427.16457, -93.76519
962.89192, 1403.15188, -93.76519
970.79571, 1377.09659, -93.76519
1011.34863, 1350.00000, -109.64030
1007.95191, 1315.51258, -109.64030
997.89230, 1282.35049, -109.64030
981.55638, 1251.78813, -109.64030
959.57193, 1225.00000, -109.64030
932.78380, 1203.01555, -109.64030
902.22144, 1186.67963, -109.64030
869.05935, 1176.62002, -109.64030
834.57193, 1173.22330, -109.64030
800.08451, 1176.62002, -109.64030
766.92242, 1186.67963, -109.64030
736.36006, 1203.01555, -109.64030
709.57193, 1225.00000, -109.64030
687.58748, 1251.78813, -109.64030
671.25156, 1282.35049, -109.64030
661.19195, 1315.51258, -109.64030
657.79524, 1350.00000, -109.64030
661.19195, 1384.48742, -109.64030
671.25156, 1417.64951, -109.64030
687.58748, 1448.21187, -109.64030
709.57193, 1475.00000, -109.64030
736.36006, 1496.98445, -109.64030
766.92242, 1513.32037, -109.64030
800.08451, 1523.37998, -109.64030
834.57193, 1526.77670, -109.64030
869.05935, 1523.37998, -109.64030
902.22144, 1513.32037, -109.64030
932.78380, 1496.98445, -109.64030
959.57193, 1475.00000, -109.64030
981.55638, 1448.21187, -109.64030
997.89230, 1417.64951, -109.64030
1007.95191, 1384.48742, -109.64030
1042.43934, 1350.00000, -128.98418
1038.44522, 1309.44708, -128.98418
1026.61637, 1270.45259, -128.98418
1007.40736, 1234.51506, -128.98418
981.55638, 1203.01555, -128.98418
950.05687, 1177.16457, -128.98418
914.11934, 1157.95556, -128.98418
875.12485, 1146.12671, -128.98418
834.57193, 1142.13260, -128.98418
794.01901, 1146.12671, -128.98418
755.02452, 1157.95556, -128.98418
719.08699, 1177.16457, -128.98418
687.58748, 1203.01555, -128.98418
661.73650, 1234.51506, -128.98418
642.52749, 1270.45259, -128.98418
630.69864, 1309.44708, -128.98418
626.70453, 1350.00000, -128.98418
630.69864, 1390.55292, -128.98418
642.52749, 1429.54741, -128.98418
661.73650, 1465.48494, -128.98418
687.58748, 1496.98445, -128.98418
719.08699, 1522.83543, -128.98418
755.02452, 1542.04444, -128.98418
794.01901, 1553.87329, -128.98418
834.57193, 1557.86740, -128.98418
875.12485, 1553.87329, -128.98418
914.11934, 1542.04444, -128.98418
950.05687, 1522.83543, -128.98418
981.55638, 1496.98445, -128.98418
1007.40736, 1465.48494, -128.98418
1026.61637, 1429.54741, -128.98418
1038.44522, 1390.55292, -128.98418
1065.54182, 1350.00000, -151.05345
1061.10379, 1304.94001, -151.05345
1047.96028, 1261.61165, -151.05345
1026.61637, 1221.68001, -151.05345
997.89230, 1186.67963, -151.05345
962.89192, 1157.95556, -151.05345
922.96028, 1136.61165, -151.05345
879.63192, 1123.46814, -151.05345
834.57193, 1119.03012, -151.05345
789.51194, 1123.46814, -151.05345
746.18358, 1136.61165, -151.05345
706.25194, 1157.95556, -151.05345
671.25156, 1186.67963, -151.05345
642.52749, 1221.68001, -151.05345
621.18358, 1261.61165, -151.05345
608.04007, 1304.94001, -151.05345
603.60205, 1350.00000, -151.05345
608.04007, 1395.05999, -151.05345
621.18358, 1438.38835, -151.05345
642.52749, 1478.31999, -151.05345
671.25156, 1513.32037, -151.05345
706.25194, 1542.04444, -151.05345
746.18358, 1563.38835, -151.05345
789.51194, 1576.53186, -151.05345
834.57193, 1580.96988, -151.05345
879.63192, 1576.53186, -151.05345
922.96028, 1563.38835, -151.05345
962.89192, 1542.04444, -151.05345
997.89230, 1513.32037, -151.05345
1026.61637, 1478.31999, -151.05345
1047.96028, 1438.38835, -151.05345
1061.10379, 1395.05999, -151.05345
1079.76825, 1350.00000, -175.00000
1075.05687, 1302.16457, -175.00000
1061.10379, 1256.16743, -175.00000
1038.44522, 1213.77622, -175.00000
1007.95191, 1176.62002, -175.00000
970.79571, 1146.12671, -175.00000
928.40450, 1123.46814, -175.00000
882.40736, 1109.51506, -175.00000
834.57193, 1104.80368, -175.00000
786.73650, 1109.51506, -175.00000
740.73936, 1123.46814, -175.00000
698.34816, 1146.12671, -175.00000
661.19195, 1176.62002, -175.00000
630.69864, 1213.77622, -175.00000
608.04007, 1256.16743, -175.00000
594.08699, 1302.16457, -175.00000
589.37561, 1350.00000, -175.00000
594.08699, 1397.83543, -175.00000
608.04007, 1443.83257, -175.00000
630.69864, 1486.22378, -175.00000
661.19195, 1523.37998, -175.00000
698.34816, 1553.87329, -175.00000
740.73936, 1576.53186, -175.00000
786.73650, 1590.48494, -175.00000
834.57193, 1595.19632, -175.00000
882.40736, 1590.48494, -175.00000
928.40450, 1576.53186, -175.00000
970.79571, 1553.87329, -175.00000
1007.95191, 1523.37998, -175.00000
1038.44522, 1486.22378, -175.00000
