// output from Obj2DatTex.py Wavefront text file conversion script
// (c) 2005 By Giles Williams
// 
// original file: "himsn_kiotaSpur.obj"
// 
// model size: 1400.000 x 1193.750 x 4700.000
// 
// textures used: ['himsn_kiotaSpur.png']
// 
NVERTS 52
NFACES 100

VERTEX
700.00000, 100.00000, 1100.00000
600.00000, 0.00000, 1100.00000
700.00000, 400.00000, 1100.00000
600.00000, 500.00000, 1100.00000
-600.00000, 500.00000, 1100.00000
-700.00000, 400.00000, 1100.00000
-700.00000, 100.00000, 1100.00000
-600.00000, 0.00000, 1100.00000
700.00000, 100.00000, -1100.00000
600.00000, 0.00000, -1100.00000
700.00000, 400.00000, -1100.00000
600.00000, 500.00000, -1100.00000
-600.00000, 500.00000, -1100.00000
-700.00000, 400.00000, -1100.00000
-700.00000, 100.00000, -1100.00000
-600.00000, 0.00000, -1100.00000
450.00000, -187.50000, -1850.00000
525.00000, -112.50000, -1850.00000
525.00000, 112.50000, -1850.00000
450.00000, 187.50000, -1850.00000
-450.00000, 187.50000, -1850.00000
-525.00000, 112.50000, -1850.00000
-525.00000, -112.50000, -1850.00000
-450.00000, -187.50000, -1850.00000
525.00000, -112.50000, 1850.00000
450.00000, -187.50000, 1850.00000
-450.00000, -187.50000, 1850.00000
-525.00000, -112.50000, 1850.00000
-525.00000, 112.50000, 1850.00000
-450.00000, 187.50000, 1850.00000
450.00000, 187.50000, 1850.00000
525.00000, 112.50000, 1850.00000
225.00000, -593.75000, -2350.00000
262.50000, -556.25000, -2350.00000
262.50000, -443.75000, -2350.00000
225.00000, -406.25000, -2350.00000
-225.00000, -406.25000, -2350.00000
-262.50000, -443.75000, -2350.00000
-262.50000, -556.25000, -2350.00000
-225.00000, -593.75000, -2350.00000
262.50000, -556.25000, 2350.00000
225.00000, -593.75000, 2350.00000
-225.00000, -593.75000, 2350.00000
-262.50000, -556.25000, 2350.00000
-262.50000, -443.75000, 2350.00000
-225.00000, -406.25000, 2350.00000
225.00000, -406.25000, 2350.00000
262.50000, -443.75000, 2350.00000
300.00000, 600.00000, 550.00000
-300.00000, 600.00000, 550.00000
-300.00000, 600.00000, -550.00000
300.00000, 600.00000, -550.00000

FACES
128,127,127,	0.97384,-0.00000,0.22723,	3,	0,24,31
128,127,127,	0.97384,-0.00000,0.22723,	3,	0,31,2
128,127,127,	0.70711,-0.70711,-0.00000,	3,	1,0,8
128,127,127,	0.70711,-0.70711,-0.00000,	3,	1,8,9
128,127,127,	-0.00000,-1.00000,-0.00000,	3,	1,9,15
128,127,127,	-0.00000,-1.00000,0.00000,	3,	1,15,7
128,127,127,	0.70667,-0.70667,-0.03533,	3,	1,25,24
128,127,127,	0.70667,-0.70667,-0.03533,	3,	1,24,0
128,127,127,	0.70711,0.70711,0.00000,	3,	2,3,11
128,127,127,	0.70711,0.70711,-0.00000,	3,	2,11,10
128,127,127,	1.00000,0.00000,0.00000,	3,	2,10,8
128,127,127,	1.00000,0.00000,-0.00000,	3,	2,8,0
128,127,127,	0.64817,0.64817,0.39970,	3,	2,31,30
128,127,127,	0.64817,0.64817,0.39970,	3,	2,30,3
128,127,127,	0.00000,0.92308,0.38462,	3,	3,30,29
128,127,127,	-0.00000,0.92308,0.38462,	3,	3,29,4
128,127,127,	0.31623,0.94868,0.00000,	3,	3,48,51
128,127,127,	0.31623,0.94868,-0.00000,	3,	3,51,11
128,127,127,	-0.64817,0.64817,0.39970,	3,	4,29,28
128,127,127,	-0.64817,0.64817,0.39970,	3,	4,28,5
128,127,127,	-0.00000,0.98387,0.17889,	3,	4,49,48
128,127,127,	-0.00000,0.98387,0.17889,	3,	4,48,3
128,127,127,	-0.97384,-0.00000,0.22723,	3,	5,28,27
128,127,127,	-0.97384,-0.00000,0.22723,	3,	5,27,6
128,127,127,	-1.00000,0.00000,-0.00000,	3,	6,14,13
128,127,127,	-1.00000,0.00000,-0.00000,	3,	6,13,5
128,127,127,	-0.70667,-0.70667,-0.03533,	3,	6,27,26
128,127,127,	-0.70667,-0.70667,-0.03533,	3,	6,26,7
128,127,127,	0.00000,-0.97014,-0.24254,	3,	7,26,25
128,127,127,	-0.00000,-0.97014,-0.24254,	3,	7,25,1
128,127,127,	0.70667,-0.70667,0.03533,	3,	8,17,16
128,127,127,	0.70667,-0.70667,0.03533,	3,	8,16,9
128,127,127,	-0.00000,-0.97014,0.24254,	3,	9,16,23
128,127,127,	-0.00000,-0.97014,0.24254,	3,	9,23,15
128,127,127,	0.97384,-0.00000,-0.22723,	3,	10,18,17
128,127,127,	0.97384,-0.00000,-0.22723,	3,	10,17,8
128,127,127,	0.64817,0.64817,-0.39970,	3,	11,19,18
128,127,127,	0.64817,0.64817,-0.39970,	3,	11,18,10
128,127,127,	-0.00000,0.98387,-0.17889,	3,	11,51,50
128,127,127,	-0.00000,0.98387,-0.17889,	3,	11,50,12
128,127,127,	-0.70711,0.70711,-0.00000,	3,	12,4,5
128,127,127,	-0.70711,0.70711,-0.00000,	3,	12,5,13
128,127,127,	-0.00000,0.92308,-0.38462,	3,	12,20,19
128,127,127,	-0.00000,0.92308,-0.38462,	3,	12,19,11
128,127,127,	-0.31623,0.94868,-0.00000,	3,	12,50,49
128,127,127,	-0.31623,0.94868,-0.00000,	3,	12,49,4
128,127,127,	-0.64817,0.64817,-0.39970,	3,	13,21,20
128,127,127,	-0.64817,0.64817,-0.39970,	3,	13,20,12
128,127,127,	-0.97384,0.00000,-0.22723,	3,	14,22,21
128,127,127,	-0.97384,-0.00000,-0.22723,	3,	14,21,13
128,127,127,	-0.70711,-0.70711,0.00000,	3,	15,14,6
128,127,127,	-0.70711,-0.70711,-0.00000,	3,	15,6,7
128,127,127,	-0.70667,-0.70667,0.03533,	3,	15,23,22
128,127,127,	-0.70667,-0.70667,0.03533,	3,	15,22,14
128,127,127,	-0.00000,-0.77611,0.63059,	3,	16,32,39
128,127,127,	-0.00000,-0.77611,0.63059,	3,	16,39,23
128,127,127,	0.68496,-0.68496,0.24830,	3,	17,33,32
128,127,127,	0.68496,-0.68496,0.24830,	3,	17,32,16
128,127,127,	0.88540,-0.00000,-0.46483,	3,	18,34,33
128,127,127,	0.88540,-0.00000,-0.46483,	3,	18,33,17
128,127,127,	0.46218,0.46218,-0.75682,	3,	19,35,34
128,127,127,	0.46218,0.46218,-0.75682,	3,	19,34,18
128,127,127,	-0.00000,0.64414,-0.76491,	3,	20,36,35
128,127,127,	-0.00000,0.64414,-0.76491,	3,	20,35,19
128,127,127,	-0.46218,0.46218,-0.75682,	3,	21,37,36
128,127,127,	-0.46218,0.46218,-0.75682,	3,	21,36,20
128,127,127,	-0.88540,0.00000,-0.46483,	3,	22,38,37
128,127,127,	-0.88540,-0.00000,-0.46483,	3,	22,37,21
128,127,127,	-0.68496,-0.68496,0.24830,	3,	23,39,38
128,127,127,	-0.68496,-0.68496,0.24830,	3,	23,38,22
128,127,127,	0.88540,-0.00000,0.46483,	3,	24,40,47
128,127,127,	0.88540,-0.00000,0.46483,	3,	24,47,31
128,127,127,	0.68496,-0.68496,-0.24830,	3,	25,41,40
128,127,127,	0.68496,-0.68496,-0.24830,	3,	25,40,24
128,127,127,	0.00000,-0.77611,-0.63059,	3,	26,42,41
128,127,127,	-0.00000,-0.77611,-0.63059,	3,	26,41,25
128,127,127,	-0.68496,-0.68496,-0.24830,	3,	27,43,42
128,127,127,	-0.68496,-0.68496,-0.24830,	3,	27,42,26
128,127,127,	-0.88540,-0.00000,0.46483,	3,	28,44,43
128,127,127,	-0.88540,-0.00000,0.46483,	3,	28,43,27
128,127,127,	-0.46218,0.46218,0.75682,	3,	29,45,44
128,127,127,	-0.46218,0.46218,0.75682,	3,	29,44,28
128,127,127,	0.00000,0.64414,0.76491,	3,	30,46,45
128,127,127,	-0.00000,0.64414,0.76491,	3,	30,45,29
128,127,127,	0.46218,0.46218,0.75682,	3,	31,47,46
128,127,127,	0.46218,0.46218,0.75682,	3,	31,46,30
128,127,127,	-0.00000,0.00000,-1.00000,	3,	33,34,35
128,127,127,	-0.00000,-0.00000,-1.00000,	3,	33,35,36
128,127,127,	-0.00000,-0.00000,-1.00000,	3,	33,36,37
128,127,127,	-0.00000,-0.00000,-1.00000,	3,	33,37,38
128,127,127,	-0.00000,-0.00000,-1.00000,	3,	33,38,39
128,127,127,	0.00000,-0.00000,-1.00000,	3,	33,39,32
128,127,127,	-0.00000,-0.00000,1.00000,	3,	41,42,43
128,127,127,	-0.00000,-0.00000,1.00000,	3,	41,43,44
128,127,127,	-0.00000,-0.00000,1.00000,	3,	41,44,45
128,127,127,	-0.00000,-0.00000,1.00000,	3,	41,45,46
128,127,127,	-0.00000,-0.00000,1.00000,	3,	41,46,47
128,127,127,	-0.00000,-0.00000,1.00000,	3,	41,47,40
128,127,127,	-0.00000,1.00000,-0.00000,	3,	49,50,51
128,127,127,	-0.00000,1.00000,-0.00000,	3,	49,51,48

